3996.26329	0.00053
3994.33459	0.00051
3992.40589	0.00049
3990.47720	0.00042
3988.54850	0.00037
3986.61980	0.00033
3984.69110	0.00027
3982.76240	0.00018
3980.83370	0.00010
3978.90500	0.00005
3976.97631	0.00004
3975.04761	0.00006
3973.11891	0.00010
3971.19021	0.00011
3969.26151	0.00007
3967.33281	0.00001
3965.40411	0.00000
3963.47542	0.00003
3961.54672	0.00007
3959.61802	0.00007
3957.68932	0.00003
3955.76062	-0.00001
3953.83192	-0.00003
3951.90323	-0.00004
3949.97453	-0.00004
3948.04583	-0.00003
3946.11713	-0.00002
3944.18843	-0.00002
3942.25973	0.00005
3940.33103	0.00015
3938.40234	0.00018
3936.47364	0.00011
3934.54494	0.00001
3932.61624	0.00002
3930.68754	0.00009
3928.75884	0.00012
3926.83014	0.00006
3924.90145	-0.00003
3922.97275	-0.00007
3921.04405	-0.00007
3919.11535	-0.00001
3917.18665	0.00012
3915.25795	0.00021
3913.32926	0.00024
3911.40056	0.00022
3909.47186	0.00019
3907.54316	0.00015
3905.61446	0.00008
3903.68576	0.00001
3901.75706	0.00000
3899.82837	0.00009
3897.89967	0.00020
3895.97097	0.00017
3894.04227	0.00005
3892.11357	0.00003
3890.18487	0.00012
3888.25617	0.00011
3886.32748	0.00006
3884.39878	0.00011
3882.47008	0.00013
3880.54138	0.00016
3878.61268	0.00023
3876.68398	0.00022
3874.75529	0.00017
3872.82659	0.00007
3870.89789	0.00000
3868.96919	0.00011
3867.04049	0.00022
3865.11179	0.00025
3863.18309	0.00035
3861.25440	0.00043
3859.32570	0.00037
3857.39700	0.00018
3855.46830	-0.00008
3853.53960	0.00003
3851.61090	0.00059
3849.68220	0.00067
3847.75351	0.00053
3845.82481	0.00038
3843.89611	0.00027
3841.96741	0.00012
3840.03871	0.00000
3838.11001	0.00008
3836.18132	0.00033
3834.25262	0.00040
3832.32392	0.00035
3830.39522	0.00031
3828.46652	0.00028
3826.53782	0.00026
3824.60912	0.00018
3822.68043	0.00002
3820.75173	0.00000
3818.82303	0.00009
3816.89433	0.00013
3814.96563	0.00024
3813.03693	0.00028
3811.10823	0.00024
3809.17954	0.00018
3807.25084	0.00015
